[INFO] Not using threads
[INFO] Using random seed = 312
[INFO] Using simulation clock tick = 0.1
[INFO] Total experiment length in clock ticks = 2000
[INFO] Loaded library "./build/controllers/footbot/libfootbot_segregation_controller.dylib"
[INFO] Loaded library "././build/loop_functions/libsegregation_loop_function.dylib"
[INFO] The physics engine "dyn2d" will perform 10 iterations per tick (dt = 0.01 sec)
[INFO] No visualization selected.
0,0,0.795028,-0.752342,-0.432976,1,2,0.695668,0.983416,3.10516,0,1,-1.04707,0.0733719,-1.77131,1,2,-0.557564,-0.84671,2.39099,0,1,-0.701042,0.722709,-1.85056,1,0,-0.16007,0.733504,-2.66458,0,1,-0.469311,-0.22025,-2.40094,1,0,-0.0144146,-0.439477,-1.88497,0,2,0.901916,-0.297949,2.25067,1,1,-0.711,0.0585653,0.684368,0,1,0.464,-0.190015,0.607016,1,2,0.0420662,0.302633,-0.983793,0,1,-1.0728,-0.411979,0.540758,1,2,0.635313,-0.693812,1.26371,0,0,-0.970765,-0.618837,2.78234,1,0,0.307546,-0.814054,-2.63853,0,1,0.982251,0.0447181,-1.67931,1,2,-0.627484,-0.64743,1.2295,0,2,0.953308,0.694431,-2.5031,1,1,-0.379804,0.493303,-1.10612,
0,0,0.79252,-0.749495,-0.261552,1,1,0.695668,0.983416,-2.92088,0,1,-1.04938,0.0620442,-1.68559,1,2,-0.557564,-0.84671,2.64813,0,2,-0.704234,0.711599,-1.76484,1,1,-0.15474,0.736259,-2.49316,0,1,-0.477842,-0.228049,-2.31523,1,0,-0.0125603,-0.433771,-1.71355,0,2,0.901916,-0.297949,2.50781,1,1,-0.702044,0.0658729,0.770086,0,0,0.473494,-0.183421,0.692735,1,2,0.0420662,0.302633,-0.72665,0,2,-1.06289,-0.406028,0.626477,1,2,0.632375,-0.694142,1.52086,0,0,-0.965147,-0.620947,2.95377,1,0,0.312802,-0.811161,-2.4671,0,1,0.980999,0.0332268,-1.59359,1,2,-0.627484,-0.64743,1.48665,0,1,0.953308,0.694431,-2.24595,1,1,-0.374624,0.48297,-1.02041,
0,0,0.79004,-0.747103,-0.0710807,1,1,0.684389,0.980885,-2.80659,0,1,-1.05102,0.0488169,-1.59035,1,0,-0.557564,-0.84671,2.93385,0,2,-0.704724,0.709894,-1.49818,1,1,-0.162625,0.730048,-2.38839,0,1,-0.486957,-0.237774,-2.21998,1,0,-0.0115006,-0.427197,-1.52308,0,1,0.901916,-0.297949,2.79353,1,1,-0.692397,0.0750699,0.865329,0,1,0.471033,-0.18571,0.873684,1,2,0.0420662,0.302633,-0.440936,0,2,-1.06137,-0.405115,0.893144,1,2,0.628938,-0.694592,1.80657,0,0,-0.958629,-0.622301,-3.13895,1,0,0.318073,-0.807093,-2.27663,0,0,0.980581,0.0199048,-1.49835,1,1,-0.627484,-0.64743,1.77236,0,1,0.946083,0.685408,-2.13166,1,2,-0.367751,0.47155,-0.925162,
0,0,0.787457,-0.745856,0.119391,1,1,0.671756,0.976648,-2.71135,0,1,-1.0514,0.035495,-1.49511,1,0,-0.551692,-0.847947,3.13384,0,1,-0.704724,0.709894,-1.21246,1,1,-0.172442,0.721035,-2.29315,0,2,-0.495115,-0.248314,-2.12474,1,0,-0.011692,-0.420544,-1.3326,0,1,0.89105,-0.294007,2.90782,1,1,-0.683659,0.0851336,0.960572,0,1,0.477326,-0.177886,0.978449,1,2,0.0420662,0.302633,-0.155221,0,1,-1.06137,-0.405115,1.17886,1,2,0.625808,-0.69505,2.09229,0,0,-0.951973,-0.62241,-2.94847,1,0,0.322486,-0.80211,-2.08616,0,0,0.980128,0.023239,-1.3174,1,1,-0.629799,-0.636105,1.88665,0,1,0.938867,0.674206,-2.03642,1,2,-0.366823,0.470038,-0.658495,
0,0,0.784783,-0.745858,0.309862,1,1,0.65959,0.971205,-2.61611,0,1,-1.05052,0.0221966,-1.39986,1,0,-0.54504,-0.848131,-2.95887,0,1,-0.70067,0.699069,-1.09817,1,1,-0.181348,0.71112,-2.19791,0,2,-0.496187,-0.249727,-1.85807,1,0,-0.0131396,-0.414047,-1.14213,0,1,0.878123,-0.290772,3.00306,1,1,-0.675918,0.0959827,1.05581,0,1,0.484882,-0.166908,1.07369,1,2,0.0420662,0.302633,0.130493,0,1,-1.05696,-0.394433,1.29315,1,1,0.622999,-0.695482,2.378,0,0,-0.945418,-0.621257,-2.758,1,0,0.325876,-0.796381,-1.89569,0,0,0.978575,0.0297127,-1.12693,1,2,-0.633793,-0.623392,1.98189,0,1,0.93277,0.662355,-1.94118,1,1,-0.366823,0.470038,-0.372781,
0,0,0.7788,-0.747706,0.500334,1,1,0.647998,0.964629,-2.52086,0,0,-1.04838,0.00904229,-1.30462,1,0,-0.538473,-0.847046,-2.7684,0,2,-0.69474,0.687136,-1.00293,1,1,-0.189271,0.700403,-2.10266,0,2,-0.496187,-0.249727,-1.57236,1,1,-0.0157909,-0.407942,-0.951661,0,2,0.864941,-0.288806,3.0983,1,0,-0.669244,0.107519,1.15106,0,1,0.491348,-0.155255,1.16893,1,2,0.0420662,0.302633,0.416207,0,1,-1.05316,-0.38166,1.38839,1,1,0.614224,-0.687464,2.49229,0,0,-0.939199,-0.618883,-2.56753,1,0,0.32812,-0.790115,-1.70522,0,0,0.975832,0.0357769,-0.93646,1,2,-0.634344,-0.621706,2.24856,0,1,0.927828,0.649978,-1.84594,1,1,-0.356058,0.465828,-0.258491,
0,0,0.7729,-0.750788,0.690805,1,1,0.637083,0.956981,-2.42562,0,2,-1.04947,0.012227,-1.12367,1,0,-0.53223,-0.844737,-2.57793,0,2,-0.693932,0.685557,-0.736262,1,1,-0.196139,0.688981,-2.00742,0,0,-0.496187,-0.249727,-1.28664,1,1,-0.00979289,-0.415999,-0.846896,0,2,0.863185,-0.288561,-2.91821,1,0,-0.670421,0.104366,1.33201,0,1,0.496678,-0.143039,1.26418,1,1,0.0420662,0.302633,0.701921,0,1,-1.05062,-0.368577,1.48363,1,1,0.603703,-0.679287,2.58753,0,0,-0.933543,-0.615375,-2.37706,1,0,0.329136,-0.783537,-1.51475,0,0,0.971989,0.0412121,-0.745988,1,2,-0.634344,-0.621706,2.53428,0,1,0.924085,0.637186,-1.75069,1,1,-0.343215,0.462275,-0.163248,
0,0,0.76769,-0.754931,0.881276,1,1,0.626946,0.948329,-2.33038,0,2,-1.04964,0.0128702,-0.847481,1,0,-0.526537,-0.841288,-2.38746,0,2,-0.693932,0.685557,-0.450548,1,1,-0.20189,0.676958,-1.91218,0,0,-0.497869,-0.243967,-1.08665,1,1,-0.00107159,-0.426075,-0.751653,0,2,0.863185,-0.288561,-2.6325,1,2,-0.672111,0.0979273,1.52248,0,2,0.500821,-0.130372,1.35942,1,1,0.0508928,0.310097,0.816211,0,1,-1.04933,-0.355312,1.57888,1,1,0.592437,-0.672167,2.68278,0,0,-0.928652,-0.61086,-2.18659,1,0,0.32889,-0.776885,-1.32427,0,0,0.967187,0.0458215,-0.555517,1,2,-0.634344,-0.621706,2.81999,0,1,0.921576,0.624097,-1.65545,1,2,-0.330086,0.459984,-0.0680053,
0,0,0.763359,-0.759985,1.07175,1,1,0.617676,0.938753,-2.23514,0,1,-1.04964,0.0128702,-0.561767,1,0,-0.5216,-0.836824,-2.19698,0,2,-0.693932,0.685557,-0.164834,1,0,-0.206471,0.664443,-1.81693,0,0,-0.500849,-0.238016,-0.896177,1,1,0.00857799,-0.435268,-0.65641,0,2,0.863185,-0.288561,-2.34679,1,2,-0.672269,0.0972795,1.79867,0,2,0.501357,-0.128681,1.62609,1,1,0.0601306,0.3197,0.911454,0,1,-1.04931,-0.341984,1.67412,1,1,0.580544,-0.666151,2.77802,0,0,-0.924705,-0.6055,-1.99612,1,0,0.327388,-0.770401,-1.1338,0,0,0.9616,0.0494384,-0.365045,1,2,-0.634344,-0.621706,3.1057,0,1,0.920322,0.610829,-1.56021,1,2,-0.328335,0.459696,0.198662,
0,1,0.760064,-0.765768,1.26222,1,1,0.60936,0.928339,-2.13989,0,1,-1.03986,0.00671279,-0.447477,1,0,-0.517597,-0.831506,-2.00651,0,2,-0.693932,0.685557,0.12088,1,0,-0.205857,0.667751,-1.63599,0,2,-0.504907,-0.23274,-0.705706,1,1,0.0190581,-0.443502,-0.561167,0,2,0.863185,-0.288561,-2.06107,1,0,-0.672269,0.0972795,2.08438,0,0,0.501357,-0.128681,1.9118,1,1,0.0683949,0.330156,1.0067,0,1,-1.05056,-0.328716,1.76936,1,1,0.568134,-0.661293,2.87326,0,0,-0.921844,-0.59949,-1.80565,1,0,0.324686,-0.764318,-0.943332,0,0,0.955428,0.0519321,-0.174574,1,0,-0.634344,-0.621706,-2.89177,0,1,0.920337,0.597501,-1.46496,1,1,-0.328335,0.459696,0.484376,
