[INFO] Not using threads
[INFO] Using random seed = 312
[INFO] Using simulation clock tick = 0.1
[INFO] Total experiment length in clock ticks = 1000
[INFO] Loaded library "./build/controllers/footbot/libfootbot_segregation_controller.dylib"
[INFO] Loaded library "././build/loop_functions/libsegregation_loop_function.dylib"
[INFO] The physics engine "dyn2d" will perform 10 iterations per tick (dt = 0.01 sec)
[INFO] No visualization selected.
0,0,-0.945456,-0.0462858,-1.29333,1,0,1.04787,-0.0674041,-0.739545,
0,0,-0.947099,-0.040515,-1.12191,1,0,1.04344,-0.0633602,-0.56812,
0,0,-0.949886,-0.0344679,-0.931435,1,0,1.03789,-0.0596824,-0.377649,
0,0,-0.953756,-0.0290522,-0.740964,1,0,1.03175,-0.0571112,-0.187178,
0,0,-0.958581,-0.024467,-0.550493,1,0,1.02523,-0.0557488,0.00329379,
0,0,-0.964186,-0.0208782,-0.360021,1,0,1.01858,-0.0556445,0.193765,
0,2,-0.97037,-0.0184155,-0.16955,1,0,1.01202,-0.0568021,0.384237,
0,2,-0.970994,-0.0181807,0.10664,1,0,1.00581,-0.0591797,0.574708,
0,0,-0.970994,-0.0181807,0.392355,1,0,1.00015,-0.0626913,0.76518,
0,0,-0.976538,-0.020475,0.59235,1,0,0.995265,-0.0672099,0.955651,
0,0,-0.982133,-0.0240799,0.782822,1,0,0.991322,-0.0725721,1.14612,
0,0,-0.986939,-0.0286841,0.973293,1,0,0.988465,-0.0785839,1.33659,
0,0,-0.990788,-0.034115,1.16376,1,0,0.986797,-0.0850278,1.52707,
0,0,-0.993538,-0.0401762,1.35424,1,0,0.98638,-0.0916709,1.71754,
0,0,-0.995091,-0.0466486,1.54471,1,0,0.987229,-0.0982728,1.90801,
0,0,-0.995391,-0.053298,1.73518,1,0,0.989311,-0.104595,2.09848,
0,0,-0.994427,-0.0598839,1.92565,1,0,0.992553,-0.110408,2.28895,
0,0,-0.992233,-0.0661681,2.11612,1,0,0.996837,-0.115502,2.47942,
0,0,-0.988889,-0.0719232,2.30659,1,0,1.00201,-0.119694,2.66989,
0,0,-0.984516,-0.0769412,2.49706,1,2,1.00788,-0.12283,2.86037,
0,0,-0.979272,-0.0810406,2.68754,1,2,1.00847,-0.123133,3.13656,
0,0,-0.973346,-0.084073,2.87801,1,0,1.00847,-0.123133,-2.86092,
0,0,-0.966954,-0.0859287,3.06848,1,0,1.01424,-0.121471,-2.66092,
0,0,-0.960326,-0.0865407,-3.02423,1,0,1.0202,-0.118512,-2.47045,
0,0,-0.953702,-0.0858869,-2.83376,1,0,1.02549,-0.114472,-2.27998,
0,0,-0.947322,-0.0839908,-2.64329,1,0,1.02992,-0.109504,-2.08951,
0,0,-0.941416,-0.080921,-2.45282,1,0,1.03333,-0.103787,-1.89903,
0,0,-0.936198,-0.0767887,-2.26235,1,0,1.03559,-0.0975278,-1.70856,
0,0,-0.931857,-0.0717431,-2.07188,1,0,1.03663,-0.0909533,-1.51809,
0,0,-0.928549,-0.065967,-1.88141,1,0,1.03641,-0.0843009,-1.32762,
0,0,-0.926395,-0.0596691,-1.69093,1,0,1.03493,-0.0778114,-1.13715,
0,0,-0.925472,-0.0530772,-1.50046,1,0,1.03225,-0.0717194,-0.946677,
0,0,-0.925814,-0.0464299,-1.30999,1,0,1.02846,-0.0662453,-0.756206,
0,0,-0.927408,-0.0399674,-1.11952,1,0,1.0237,-0.0615871,-0.565734,
0,0,-0.930197,-0.0339236,-0.929049,1,0,1.01815,-0.0579132,-0.375263,
0,0,-0.934079,-0.0285171,-0.738578,1,0,1.01201,-0.0553567,-0.184792,
0,0,-0.938915,-0.0239435,-0.548106,1,0,1.00549,-0.0540098,0.00567988,
0,0,-0.944529,-0.020368,-0.357635,1,0,0.998834,-0.0539214,0.196151,
0,2,-0.950719,-0.0179202,-0.167164,1,0,0.992282,-0.0550946,0.386623,
0,2,-0.951343,-0.0176868,0.109026,1,0,0.986071,-0.057487,0.577094,
0,0,-0.951343,-0.0176868,0.394741,1,0,0.980425,-0.0610121,0.767566,
0,0,-0.956882,-0.0199943,0.594736,1,0,0.975548,-0.0655424,0.958037,
0,0,-0.962468,-0.0236126,0.785208,1,0,0.971618,-0.070914,1.14851,
0,0,-0.967264,-0.0282282,0.975679,1,0,0.968775,-0.0769326,1.33898,
0,0,-0.971099,-0.0336683,1.16615,1,0,0.967123,-0.0833805,1.52945,
0,0,-0.973835,-0.0397361,1.35662,1,0,0.966722,-0.0900245,1.71992,
0,0,-0.975373,-0.0462122,1.54709,1,0,0.967586,-0.0966244,1.91039,
0,0,-0.975657,-0.0528622,1.73756,1,0,0.969684,-0.102941,2.10087,
0,0,-0.974676,-0.0594458,1.92804,1,0,0.97294,-0.108747,2.29134,
0,0,-0.972467,-0.0657247,2.11851,1,0,0.977236,-0.113831,2.48181,
0,0,-0.96911,-0.0714719,2.30898,1,0,0.982416,-0.11801,2.67228,
0,0,-0.964725,-0.0764795,2.49945,1,2,0.988295,-0.121132,2.86275,
0,0,-0.959471,-0.0805663,2.68992,1,2,0.988889,-0.121434,3.13894,
0,0,-0.953538,-0.0835845,2.88039,1,0,0.988889,-0.121434,-2.85853,
0,0,-0.947142,-0.085425,3.07086,1,0,0.994651,-0.119758,-2.65853,
0,0,-0.940512,-0.0860212,-3.02185,1,0,1.0006,-0.116785,-2.46806,
0,0,-0.93389,-0.0853515,-2.83138,1,0,1.00589,-0.112732,-2.27759,
0,0,-0.927514,-0.0834402,-2.64091,1,0,1.0103,-0.107753,-2.08712,
0,0,-0.921616,-0.0803564,-2.45043,1,0,1.0137,-0.102028,-1.89665,
0,0,-0.916407,-0.0762116,-2.25996,1,0,1.01595,-0.095764,-1.70618,
0,0,-0.912078,-0.0711557,-2.06949,1,0,1.01697,-0.089187,-1.51571,
0,0,-0.908784,-0.0653717,-1.87902,1,0,1.01673,-0.0825352,-1.32523,
0,0,-0.906645,-0.0590686,-1.68855,1,0,1.01524,-0.0760492,-1.13476,
0,0,-0.905738,-0.0524746,-1.49808,1,0,1.01254,-0.0699637,-0.944291,
0,0,-0.906096,-0.0458281,-1.30761,1,0,1.00874,-0.0644986,-0.75382,
0,0,-0.907705,-0.0393695,-1.11713,1,0,1.00397,-0.0598517,-0.563348,
0,0,-0.910508,-0.0333324,-0.926663,1,0,0.998415,-0.0561912,-0.372877,
0,0,-0.914404,-0.0279351,-0.736192,1,0,0.992263,-0.0536492,-0.182405,
0,0,-0.919251,-0.023373,-0.54572,1,0,0.985742,-0.0523179,0.00806598,
0,0,-0.924873,-0.019811,-0.355249,1,0,0.979086,-0.0522454,0.198537,
0,2,-0.931069,-0.0173779,-0.164777,1,0,0.972537,-0.0534342,0.389009,
0,2,-0.931694,-0.017146,0.111413,1,0,0.966331,-0.0558415,0.57948,
