[INFO] Not using threads
[INFO] Using random seed = 312
[INFO] Using simulation clock tick = 0.1
[INFO] Total experiment length in clock ticks = 500
[INFO] Loaded library "./build/controllers/footbot/libfootbot_segregation_controller.dylib"
[INFO] Loaded library "././build/loop_functions/libsegregation_loop_function.dylib"
[INFO] The physics engine "dyn2d" will perform 10 iterations per tick (dt = 0.01 sec)
[INFO] No visualization selected.
0,0,0,0,-2.9738,0,0,0,1.5,1.13899,1,2,1.5,0,2.67961,
0,0,0.00591604,0.00100206,-2.80238,0,0,-0.00251118,1.49455,1.31042,1,2,1.5,0,2.93675,
0,0,0.0122318,0.00310997,-2.61191,0,0,-0.00433495,1.48815,1.50089,1,2,1.5,0,-3.06072,
0,0,0.0180385,0.00636352,-2.42144,0,0,-0.00492571,1.48152,1.69136,1,2,1.5,0,-2.775,
0,0,0.0231243,0.0106576,-2.23097,0,0,-0.00425061,1.4749,1.88183,1,2,1.5,0,-2.48929,
0,0,0.0273052,0.0158368,-2.04049,0,0,-0.00233406,1.46852,2.0723,1,0,1.5,0,-2.20357,
0,0,0.0304299,0.021714,-1.85002,0,0,0.00075461,1.46262,2.26278,1,0,1.50355,0.00483857,-2.00358,
0,0,0.0323854,0.0280764,-1.65955,0,0,0.00490369,1.45742,2.45325,1,0,1.50646,0.0108233,-1.81311,
0,0,0.033101,0.0346939,-1.46908,0,0,0.0099631,1.45309,2.64372,1,0,1.50818,0.0172535,-1.62263,
0,0,0.0325508,0.0413273,-1.27861,0,0,0.0157499,1.44981,2.83419,1,0,1.50865,0.023893,-1.43216,
0,0,0.0307547,0.0477365,-1.08814,0,0,0.0220546,1.44767,3.02466,1,0,1.50785,0.0305015,-1.24169,
0,0,0.0277778,0.0536898,-0.897666,0,0,0.0286494,1.44677,-3.06805,1,0,1.50582,0.0368401,-1.05122,
0,2,0.0237275,0.0589718,-0.707195,0,0,0.0352956,1.44713,-2.87758,1,0,1.50263,0.0426795,-0.860749,
0,2,0.0233119,0.0594931,-0.431005,0,0,0.0417529,1.44875,-2.68711,1,0,1.49839,0.0478084,-0.670278,
0,2,0.0233119,0.0594931,-0.145291,0,0,0.0477877,1.45156,-2.49664,1,0,1.49325,0.0520414,-0.479806,
0,2,0.0233119,0.0594931,0.140424,0,0,0.0531818,1.45546,-2.30617,1,0,1.4874,0.0552253,-0.289335,
0,2,0.0233119,0.0594931,0.426138,0,1,0.0577399,1.46031,-2.1157,1,0,1.48106,0.057245,-0.0988636,
0,0,0.0233119,0.0594931,0.711852,0,1,0.0527133,1.45161,-2.01093,1,0,1.47445,0.0580275,0.0916079,
0,1,0.0187687,0.0555735,0.911848,0,1,0.0469096,1.43961,-1.91569,1,0,1.46781,0.0575444,0.282079,
0,1,0.0247462,0.06365,1.01661,0,1,0.0422845,1.42711,-1.82044,1,0,1.46139,0.0558132,0.472551,
0,1,0.0318773,0.0749079,1.11186,0,1,0.0388691,1.41423,-1.7252,1,0,1.4554,0.0528965,0.663022,
0,1,0.0378948,0.0867996,1.2071,0,1,0.0366942,1.40108,-1.62996,1,0,1.45008,0.0488999,0.853494,
0,1,0.0427541,0.0992097,1.30234,0,1,0.0357796,1.38779,-1.53472,1,0,1.44561,0.0439678,1.04397,
0,1,0.0464113,0.112026,1.39759,0,1,0.0361336,1.37446,-1.43947,1,0,1.44216,0.0382787,1.23444,
0,1,0.048833,0.125131,1.49283,0,1,0.0377531,1.36124,-1.34423,1,0,1.43984,0.0320384,1.42491,
0,1,0.0499974,0.138408,1.58807,0,1,0.0406232,1.34822,-1.24899,1,0,1.43875,0.0254725,1.61538,
0,1,0.049894,0.151735,1.68331,0,1,0.044718,1.33554,-1.15374,1,2,1.43892,0.0188185,1.80585,
0,1,0.0485237,0.164992,1.77856,0,1,0.0500004,1.3233,-1.0585,1,2,1.43895,0.0181525,2.08204,
0,1,0.0458988,0.178059,1.8738,0,1,0.0564224,1.31162,-0.963259,1,2,1.43895,0.0181525,2.36776,
0,1,0.0420432,0.190816,1.96904,0,2,0.063926,1.30061,-0.868016,1,2,1.43895,0.0181525,2.65347,
0,1,0.0369919,0.203149,2.06429,0,2,0.0649385,1.29915,-0.601349,1,2,1.43895,0.0181525,2.93918,
0,1,0.0307905,0.214946,2.15953,0,2,0.0649385,1.29915,-0.315635,1,2,1.43895,0.0181525,-3.05829,
0,0,0.0234954,0.2261,2.25477,0,0,0.0649385,1.29915,-0.0299202,1,2,1.43895,0.0181525,-2.77257,
0,0,0.0257805,0.22363,2.43572,0,0,0.0589409,1.29933,0.170075,1,0,1.43895,0.0181525,-2.48686,
0,0,0.0307683,0.219221,2.62619,0,0,0.0523608,1.29834,0.360547,1,0,1.44371,0.0218064,-2.28686,
0,0,0.0364965,0.215831,2.81666,0,0,0.0460892,1.29611,0.551018,1,0,1.44818,0.0267389,-2.09639,
0,0,0.0427629,0.213587,3.00713,0,0,0.0403531,1.29273,0.74149,1,0,1.45162,0.0324323,-1.90592,
0,0,0.0493409,0.21257,-3.08558,0,0,0.0353601,1.28833,0.931961,1,0,1.45393,0.0386755,-1.71545,
0,0,0.0559925,0.212816,-2.89511,0,0,0.0312907,1.28306,1.12243,1,0,1.45502,0.0452427,-1.52498,
0,0,0.0624771,0.214318,-2.70464,0,0,0.0282921,1.27712,1.3129,1,0,1.45484,0.0518965,-1.33451,
0,0,0.0685602,0.21702,-2.51417,0,0,0.0264728,1.27072,1.50338,1,0,1.4534,0.0583961,-1.14403,
0,0,0.0740217,0.220824,-2.32369,0,0,0.0258985,1.26408,1.69385,1,0,1.45076,0.0645064,-0.953563,
0,0,0.0786642,0.225594,-2.13322,0,0,0.02659,1.25746,1.88432,1,0,1.44701,0.0700064,-0.763092,
0,0,0.0823196,0.231157,-1.94275,0,0,0.0285224,1.2511,2.07479,1,0,1.44229,0.0746973,-0.57262,
0,0,0.0848559,0.237311,-1.75228,0,0,0.0316258,1.24521,2.26526,1,0,1.43677,0.0784092,-0.382149,
0,0,0.0861812,0.243834,-1.56181,0,0,0.0357878,1.24001,2.45573,1,0,1.43064,0.0810081,-0.191677,
0,0,0.0862476,0.250489,-1.37134,0,0,0.0408579,1.2357,2.6462,1,0,1.42413,0.0823998,-0.00120603,
0,0,0.0850527,0.257037,-1.18087,0,0,0.0466528,1.23243,2.83668,1,0,1.41747,0.082534,0.189265,
0,0,0.0826397,0.263241,-0.990394,0,0,0.0529629,1.23031,3.02715,1,0,1.41091,0.081406,0.379737,
0,2,0.079096,0.268875,-0.799923,0,0,0.0595599,1.22942,-3.06557,1,0,1.40469,0.0790564,0.570208,
0,2,0.0787304,0.269433,-0.523733,0,0,0.0662052,1.2298,-2.8751,1,0,1.39902,0.0755702,0.76068,
0,2,0.0787304,0.269433,-0.238019,0,0,0.0726585,1.23143,-2.68462,1,0,1.39411,0.0710737,0.951151,
0,2,0.0787304,0.269433,0.0476956,0,0,0.0786863,1.23426,-2.49415,1,0,1.39014,0.0657293,1.14162,
0,2,0.0787304,0.269433,0.33341,0,0,0.0840706,1.23817,-2.30368,1,0,1.38726,0.0597304,1.33209,
0,0,0.0787304,0.269433,0.619124,0,1,0.0886166,1.24303,-2.11321,1,0,1.38556,0.053294,1.52257,
0,0,0.0738438,0.26595,0.81912,0,1,0.0836117,1.23432,-2.00844,1,2,1.38511,0.0466529,1.71304,
0,1,0.0692035,0.26118,1.00959,0,1,0.0778378,1.22231,-1.9132,1,2,1.38508,0.0459869,1.98923,
0,1,0.0743712,0.269793,1.11436,0,1,0.0732438,1.2098,-1.81796,1,2,1.38508,0.0459869,2.27494,
0,1,0.0803697,0.281693,1.2096,0,1,0.0698604,1.19691,-1.72272,1,2,1.38508,0.0459869,2.56066,
0,1,0.085198,0.294116,1.30484,0,1,0.0677182,1.18375,-1.62747,1,2,1.38508,0.0459869,2.84637,
0,1,0.0888231,0.306941,1.40009,0,1,0.0668367,1.17046,-1.53223,1,2,1.38508,0.0459869,3.13208,
0,1,0.091212,0.320052,1.49533,0,1,0.0672239,1.15713,-1.43699,1,2,1.38508,0.0459869,-2.86539,
0,1,0.0923433,0.333332,1.59057,0,1,0.0688761,1.14391,-1.34174,1,0,1.38508,0.0459869,-2.57967,
0,1,0.0922065,0.346659,1.68581,0,1,0.0717786,1.1309,-1.2465,1,0,1.39016,0.049184,-2.37968,
0,1,0.090803,0.359912,1.78106,0,1,0.0759049,1.11823,-1.15126,1,0,1.39506,0.0536813,-2.18921,
0,1,0.0881455,0.372972,1.8763,0,1,0.0812177,1.10601,-1.05602,1,0,1.39903,0.0590305,-1.99873,
0,1,0.084258,0.38572,1.97154,0,1,0.0876688,1.09434,-0.960773,1,0,1.4019,0.065033,-1.80826,
0,1,0.0791758,0.398041,2.06679,0,2,0.0951997,1.08335,-0.86553,1,0,1.40359,0.0714715,-1.61779,
0,1,0.072945,0.409822,2.16203,0,2,0.0962159,1.08189,-0.598863,1,0,1.40403,0.0781131,-1.42732,
0,0,0.0656221,0.420957,2.25727,0,2,0.0962159,1.08189,-0.313148,1,0,1.4032,0.0847178,-1.23685,
0,0,0.0679134,0.418493,2.43822,0,2,0.0962159,1.08189,-0.0274341,1,0,1.40114,0.0910464,-1.04638,
0,0,0.0729121,0.414097,2.62869,0,0,0.0962159,1.08189,0.25828,1,0,1.39792,0.0968702,-0.855906,
0,0,0.0786488,0.410721,2.81916,0,0,0.0904146,1.08036,0.458276,1,0,1.39365,0.101979,-0.665434,
0,0,0.0849208,0.408492,3.00963,0,0,0.0843888,1.07754,0.648747,1,0,1.38849,0.106187,-0.474963,
