0,0,0,0,0,0,0,1.5,1,2,1.5,0,
0,0,0.00591604,0.00100206,0,0,-0.00251118,1.49455,1,2,1.5,0,
0,0,0.0122318,0.00310997,0,0,-0.00433495,1.48815,1,2,1.5,0,
0,0,0.0180385,0.00636352,0,0,-0.00492571,1.48152,1,2,1.5,0,
0,0,0.0231243,0.0106576,0,0,-0.00425061,1.4749,1,2,1.5,0,
0,0,0.0273052,0.0158368,0,0,-0.00233406,1.46852,1,0,1.5,0,
0,0,0.0304299,0.021714,0,0,0.00075461,1.46262,1,0,1.50355,0.00483857,
0,0,0.0323854,0.0280764,0,0,0.00490369,1.45742,1,0,1.50646,0.0108233,
0,0,0.033101,0.0346939,0,0,0.0099631,1.45309,1,0,1.50818,0.0172535,
0,0,0.0325508,0.0413273,0,0,0.0157499,1.44981,1,0,1.50865,0.023893,
0,0,0.0307547,0.0477365,0,0,0.0220546,1.44767,1,0,1.50785,0.0305015,
0,0,0.0277778,0.0536898,0,0,0.0286494,1.44677,1,0,1.50582,0.0368401,
0,2,0.0237275,0.0589718,0,0,0.0352956,1.44713,1,0,1.50263,0.0426795,
0,2,0.0233119,0.0594931,0,0,0.0417529,1.44875,1,0,1.49839,0.0478084,
0,2,0.0233119,0.0594931,0,0,0.0477877,1.45156,1,0,1.49325,0.0520414,
0,2,0.0233119,0.0594931,0,0,0.0531818,1.45546,1,0,1.4874,0.0552253,
0,2,0.0233119,0.0594931,0,1,0.0577399,1.46031,1,0,1.48106,0.057245,
0,0,0.0233119,0.0594931,0,1,0.0527133,1.45161,1,0,1.47445,0.0580275,
0,1,0.0187687,0.0555735,0,1,0.0469096,1.43961,1,0,1.46781,0.0575444,
0,1,0.0247462,0.06365,0,1,0.0422845,1.42711,1,0,1.46139,0.0558132,
0,1,0.0318773,0.0749079,0,1,0.0388691,1.41423,1,0,1.4554,0.0528965,
0,1,0.0378948,0.0867996,0,1,0.0366942,1.40108,1,0,1.45008,0.0488999,
0,1,0.0427541,0.0992097,0,1,0.0357796,1.38779,1,0,1.44561,0.0439678,
0,1,0.0464113,0.112026,0,1,0.0361336,1.37446,1,0,1.44216,0.0382787,
0,1,0.048833,0.125131,0,1,0.0377531,1.36124,1,0,1.43984,0.0320384,
