[INFO] Not using threads
[INFO] Using random seed = 312
[INFO] Using simulation clock tick = 0.1
[INFO] Total experiment length in clock ticks = 1800
[INFO] Loaded library "./build/controllers/footbot/libfootbot_segregation_controller.so"
[INFO] Loaded library "././build/loop_functions/libsegregation_loop_function.so"
[INFO] The physics engine "dyn2d" will perform 10 iterations per tick (dt = 0.01 sec)
[INFO] No visualization selected.
0,0,-0.945456,-0.0462858,0,0,1.04787,-0.0674041,
0,0,-0.947099,-0.040515,0,0,1.04344,-0.0633602,
0,0,-0.949886,-0.0344679,0,0,1.03789,-0.0596824,
0,0,-0.953756,-0.0290522,0,0,1.03175,-0.0571112,
0,0,-0.958581,-0.024467,0,0,1.02523,-0.0557488,
0,0,-0.964186,-0.0208782,0,0,1.01858,-0.0556445,
0,1,-0.97037,-0.0184155,0,0,1.01202,-0.0568021,
0,1,-0.960437,-0.0199041,0,0,1.00581,-0.0591797,
0,1,-0.947148,-0.0209059,0,0,1.00015,-0.0626913,
0,1,-0.933823,-0.0206268,0,0,0.995265,-0.0672099,
0,1,-0.920585,-0.0190818,0,0,0.991322,-0.0725721,
0,0,-0.907555,-0.0162849,0,0,0.988465,-0.0785839,
0,0,-0.910681,-0.0175291,0,0,0.986797,-0.0850278,
0,0,-0.916589,-0.020598,0,0,0.98638,-0.0916709,
0,0,-0.921812,-0.0247243,0,0,0.987229,-0.0982728,
0,0,-0.926159,-0.0297648,0,0,0.989311,-0.104595,
0,0,-0.929473,-0.0355371,0,0,0.992553,-0.110408,
0,0,-0.931635,-0.0418325,0,0,0.996837,-0.115502,
0,0,-0.932565,-0.0484233,0,0,1.00201,-0.119694,
0,0,-0.932231,-0.055071,0,1,1.00788,-0.12283,
0,0,-0.930645,-0.0615353,0,1,0.998173,-0.120244,
0,0,-0.927863,-0.0675823,0,1,0.985079,-0.117767,
0,0,-0.923987,-0.0729933,0,1,0.971806,-0.116559,
0,0,-0.919156,-0.0775726,0,1,0.958479,-0.11662,
0,0,-0.913546,-0.0811546,0,1,0.945217,-0.117947,
0,0,-0.907359,-0.0836097,0,0,0.932142,-0.120529,
0,0,-0.900819,-0.0848491,0,0,0.935289,-0.119337,
0,0,-0.894163,-0.0848279,0,0,0.941246,-0.116365,
0,0,-0.887632,-0.083547,0,0,0.946536,-0.112325,
0,0,-0.88146,-0.0810526,0,0,0.950965,-0.107357,
0,0,-0.875873,-0.077435,0,0,0.954374,-0.10164,
0,0,-0.871072,-0.0728251,0,0,0.956639,-0.0953808,
0,0,-0.86723,-0.0673896,0,0,0.957677,-0.0888062,
0,0,-0.864487,-0.061325,0,0,0.957453,-0.0821539,
0,0,-0.862942,-0.0548507,0,0,0.955973,-0.0756644,
0,0,-0.86265,-0.048201,0,0,0.953291,-0.0695725,
0,0,-0.863622,-0.0416163,0,0,0.949504,-0.0640985,
0,0,-0.865824,-0.0353347,0,0,0.944749,-0.0594404,
0,0,-0.869175,-0.0295836,0,0,0.939199,-0.0557667,
0,0,-0.873554,-0.0245709,0,0,0.933053,-0.0532103,
0,0,-0.878803,-0.0204779,0,0,0.926535,-0.0518636,
0,1,-0.884732,-0.0174527,0,0,0.919879,-0.0517754,
0,1,-0.874979,-0.0198556,0,0,0.913327,-0.0529488,
0,1,-0.86184,-0.022085,0,0,0.907116,-0.0553414,
0,1,-0.848547,-0.0230422,0,0,0.90147,-0.0588666,
0,1,-0.835223,-0.0227309,0,0,0.896594,-0.0633971,
0,1,-0.821989,-0.0211539,0,0,0.892663,-0.0687687,
0,0,-0.808965,-0.0183255,0,0,0.889821,-0.0747874,
0,0,-0.812089,-0.0195773,0,0,0.888169,-0.0812354,
0,0,-0.817989,-0.0226604,0,0,0.887768,-0.0878794,
0,0,-0.823202,-0.0267993,0,0,0.888632,-0.0944793,
0,0,-0.827537,-0.0318503,0,0,0.89073,-0.100796,
0,0,-0.830837,-0.0376306,0,0,0.893986,-0.106602,
0,0,-0.832983,-0.0439312,0,0,0.898282,-0.111686,
0,0,-0.833898,-0.0505242,0,0,0.903463,-0.115864,
0,0,-0.833548,-0.0571711,0,1,0.909342,-0.118987,
0,0,-0.831946,-0.0636315,0,1,0.89963,-0.116424,
0,0,-0.82915,-0.0696718,0,1,0.886529,-0.113979,
0,0,-0.82526,-0.0750735,0,1,0.873254,-0.112803,
0,0,-0.820419,-0.0796411,0,1,0.859926,-0.112895,
0,0,-0.8148,-0.0832095,0,1,0.846668,-0.114255,
0,0,-0.808607,-0.0856496,0,0,0.8336,-0.116869,
0,0,-0.802064,-0.0868732,0,0,0.836743,-0.115668,
0,0,-0.795408,-0.086836,0,0,0.842693,-0.112683,
0,0,-0.78888,-0.0855393,0,0,0.847973,-0.10863,
0,0,-0.782715,-0.08303,0,0,0.852391,-0.103651,
0,0,-0.777136,-0.079399,0,0,0.855786,-0.0979256,
0,0,-0.772346,-0.0747775,0,0,0.858035,-0.0916611,
0,0,-0.768517,-0.0693326,0,0,0.859058,-0.0850841,
0,0,-0.765789,-0.0632615,0,0,0.858817,-0.0784323,
0,0,-0.764259,-0.0567835,0,0,0.857322,-0.0719464,
0,0,-0.763983,-0.0501331,0,0,0.854625,-0.065861,
0,0,-0.764972,-0.0435507,0,0,0.850825,-0.0603961,
0,0,-0.767189,-0.0372745,0,0,0.846059,-0.0557495,
0,0,-0.770553,-0.0315315,0,0,0.8405,-0.0520893,
0,0,-0.774945,-0.0265294,0,0,0.834348,-0.0495477,
0,0,-0.780203,-0.0224491,0,0,0.827826,-0.0482168,
0,1,-0.78614,-0.0194382,0,0,0.821171,-0.0481446,
0,1,-0.776381,-0.0218176,0,0,0.814622,-0.0493338,
0,1,-0.763237,-0.0240152,0,0,0.808416,-0.0517414,
0,1,-0.749942,-0.0249403,0,0,0.802779,-0.0552803,
0,1,-0.736618,-0.0245968,0,0,0.797913,-0.0598225,
0,1,-0.723388,-0.0229879,0,0,0.793996,-0.0652036,
0,0,-0.710371,-0.0201281,0,0,0.791168,-0.0712292,
0,0,-0.713492,-0.0213874,0,0,0.789532,-0.0776811,
0,0,-0.719384,-0.0244848,0,0,0.789147,-0.0843261,
0,0,-0.724587,-0.0286362,0,0,0.790027,-0.0909238,
0,0,-0.72891,-0.0336976,0,0,0.79214,-0.0972356,
0,0,-0.732196,-0.0394859,0,0,0.79541,-0.103033,
0,0,-0.734327,-0.0457916,0,0,0.799718,-0.108107,
0,0,-0.735226,-0.0523868,0,0,0.804909,-0.112273,
0,0,-0.73486,-0.0590329,0,1,0.810795,-0.115381,
0,0,-0.733242,-0.0654894,0,1,0.801077,-0.112842,
0,0,-0.730431,-0.071523,0,1,0.787971,-0.110428,
0,0,-0.726529,-0.0769152,0,1,0.774693,-0.109285,
0,0,-0.721677,-0.0814711,0,1,0.761366,-0.109409,
0,0,-0.716049,-0.085026,0,1,0.748111,-0.110801,
0,0,-0.709851,-0.0874511,0,0,0.735049,-0.113446,
0,0,-0.703305,-0.0886589,0,0,0.738189,-0.112238,
0,0,-0.696649,-0.0886056,0,0,0.744132,-0.109238,
0,0,-0.690124,-0.0872931,0,0,0.749402,-0.105173,
0,0,-0.683965,-0.084769,0,0,0.753808,-0.100183,
0,0,-0.678395,-0.0811245,0,0,0.757189,-0.0944495,
0,0,-0.673616,-0.0764914,0,0,0.759423,-0.0881796,
0,0,-0.6698,-0.0710374,0,0,0.76043,-0.0816001,
0,0,-0.667087,-0.0649596,0,0,0.760173,-0.0749489,
0,0,-0.665572,-0.058478,0,0,0.758662,-0.0684666,
0,0,-0.665313,-0.0518269,0,0,0.755951,-0.0623877,
0,0,-0.666317,-0.045247,0,0,0.752138,-0.0569321,
0,0,-0.668549,-0.0389762,0,0,0.747361,-0.052297,
0,0,-0.671928,-0.0332413,0,0,0.741792,-0.0486502,
0,0,-0.676331,-0.0282498,0,0,0.735634,-0.0461235,
0,0,-0.681599,-0.0241822,0,0,0.729109,-0.0448083,
0,1,-0.687543,-0.0211856,0,0,0.722454,-0.0447522,
0,1,-0.677779,-0.0235415,0,0,0.715907,-0.0459572,
0,1,-0.664629,-0.0257073,0,0,0.709708,-0.0483798,
0,1,-0.651332,-0.0266003,0,0,0.704079,-0.0519323,
0,1,-0.638009,-0.0262246,0,0,0.699224,-0.0564862,
0,1,-0.624783,-0.0245838,0,0,0.69532,-0.0618768,
0,0,-0.611773,-0.0216925,0,0,0.692507,-0.0679091,
0,0,-0.61489,-0.0229594,0,0,0.690886,-0.074365,
0,0,-0.620776,-0.026071,0,0,0.690517,-0.0810109,
0,0,-0.625968,-0.030235,0,0,0.691413,-0.0876065,
0,0,-0.630279,-0.0353068,0,0,0.693542,-0.0939131,
0,0,-0.633551,-0.041103,0,0,0.696826,-0.0997028,
0,0,-0.635667,-0.0474139,0,0,0.701146,-0.104766,
0,0,-0.63655,-0.0540112,0,0,0.706347,-0.10892,
0,0,-0.636168,-0.0606564,0,1,0.712241,-0.112013,
0,0,-0.634535,-0.067109,0,1,0.702516,-0.109497,
0,0,-0.631709,-0.0731357,0,1,0.689405,-0.107116,
0,0,-0.627794,-0.0785185,0,1,0.676123,-0.106004,
0,0,-0.62293,-0.0830627,0,1,0.662797,-0.106161,
0,0,-0.617294,-0.086604,0,1,0.649545,-0.107584,
0,0,-0.61109,-0.0890142,0,0,0.63649,-0.110261,
0,0,-0.604541,-0.0902061,0,0,0.639627,-0.109046,
0,0,-0.597886,-0.0901367,0,0,0.645563,-0.106031,
0,0,-0.591363,-0.0888085,0,0,0.650823,-0.101953,
0,0,-0.58521,-0.0862695,0,0,0.655217,-0.096953,
0,0,-0.57965,-0.0826116,0,0,0.658584,-0.0912114,
0,0,-0.574882,-0.077967,0,0,0.660803,-0.0849362,
0,0,-0.571079,-0.0725037,0,0,0.661794,-0.0783542,
0,0,-0.56838,-0.0664195,0,0,0.661521,-0.0717037,
0,0,-0.566882,-0.0599342,0,0,0.659994,-0.0652251,
0,0,-0.566638,-0.0532825,0,0,0.657268,-0.0591527,
0,0,-0.567658,-0.046705,0,0,0.653442,-0.0537063,
0,0,-0.569905,-0.0404396,0,0,0.648654,-0.0490828,
0,0,-0.573298,-0.0347129,0,0,0.643077,-0.0454494,
0,0,-0.577713,-0.029732,0,0,0.636913,-0.0429376,
0,0,-0.582992,-0.0256772,0,0,0.630385,-0.0416382,
0,1,-0.588942,-0.022695,0,0,0.623729,-0.0415982,
0,1,-0.579172,-0.0250272,0,0,0.617185,-0.042819,
0,1,-0.566018,-0.0271613,0,0,0.610992,-0.0452565,
0,1,-0.552718,-0.0280222,0,0,0.605371,-0.0488226,
0,1,-0.539397,-0.0276144,0,0,0.600528,-0.0533882,
0,1,-0.526175,-0.0259416,0,0,0.596636,-0.0587882,
0,0,-0.513172,-0.0230189,0,0,0.593838,-0.0648274,
0,0,-0.516286,-0.0242933,0,0,0.592233,-0.0712871,
0,0,-0.522163,-0.0274191,0,0,0.59188,-0.0779339,
0,0,-0.527346,-0.0315957,0,0,0.592792,-0.0845273,
0,0,-0.531644,-0.0366779,0,0,0.594935,-0.0908288,
0,0,-0.534903,-0.0424819,0,0,0.598233,-0.0966105,
0,0,-0.537004,-0.0487979,0,0,0.602566,-0.101663,
0,0,-0.53787,-0.0553974,0,0,0.607777,-0.105804,
0,0,-0.537472,-0.0620416,0,1,0.613678,-0.108884,
